gene_id	n_tissues_used	corr_domFrac_vs_logExpr	corr_entropy_vs_logExpr	median_gene_tpm	dominant_isoform_switch_range	isoform_entropy_range	n_isoforms
ENSG00000002726	5	0.9905317427396871	-0.7575612911805488	30.75999999999999	0.28464521972809276	0.3860854037471812	7
ENSG00000002746	11	0.18707503581743204	0.00010207024507993417	2.7850001999999994	0.48958447139371425	0.8257252599843594	11
ENSG00000002822	54	-0.17650473011739204	0.3588471625513111	12.480000149999999	0.46487861431201666	0.8420827430799993	22
ENSG00000002834	54	-0.04912351125557246	0.16573916273953287	25.604999999999997	0.3653046201208545	0.6870158891897679	6
ENSG00000002919	54	0.05856180339221409	0.3524928509298048	10.677499499999996	0.35312298283426147	0.7845636629270739	11
ENSG00000002933	53	-0.05940153338963858	0.014422430168901951	18.869999999999997	0.11510710584058048	0.2606952348964321	5
ENSG00000003056	54	0.30838288968062394	0.3062782419985734	54.41750000000002	0.44345771097536096	0.6195911697380314	11
ENSG00000003096	42	0.2902693987536948	-0.05446258780195684	2.825	0.4440345080763583	0.8494055426332127	7
ENSG00000003137	45	-0.20994058695643725	0.15922666166144459	2.9150000000000005	0.3427288517466142	0.5286381013628305	5
ENSG00000003147	51	-0.37215152036622096	0.5943839014971043	9.56	0.6728789003092263	1.7455693747560175	16
ENSG00000003249	50	-0.132044570039341	0.316159891415606	5.365	0.16352430509754445	0.47455621792085523	6
ENSG00000003393	53	0.41541192747891853	-0.3225698112169046	6.14	0.31053290642707987	0.4499470912792387	10
ENSG00000003400	41	-0.25270300412734903	0.42847911522706167	2.5799999899999997	0.40283315619022786	0.5339726444790072	9
ENSG00000003402	54	-0.09717862761021666	-0.0023748339521401972	53.50750000000001	0.3067704185356891	0.9179403869033567	19
