gene_id	n_tissues_used	n_isoforms	dominant_isoform_switch_range	isoform_entropy_range	log1p_gene_expr_range	median_gene_tpm
ENSG00000006747	26	9	0.3498435722411831	0.8129331909217397	3.0565543649395965	2.675
ENSG00000006756	52	6	0.16520577053970154	0.5792909209081253	2.1760135513045826	6.875
ENSG00000006757	54	4	0.48301433236574737	0.8843311707040832	2.1245262824340574	9.0875
ENSG00000006831	54	7	0.04685059864653818	0.23562353569650385	2.3569134790607915	25.285
ENSG00000006837	44	10	0.6062106485726511	1.2860167719998439	2.4755130744867984	2.8149999999999995
ENSG00000007001	7	5	0.2747967479674796	0.4846139475139577	0.5460715628276654	1.5199999999999998
ENSG00000007038	5	7	0.16508620689655173	0.10388824273836805	3.8867051974438565	2.44
ENSG00000007047	54	6	0.3239866780776013	0.6979406363104224	2.1453403512925044	13.455
ENSG00000007062	14	19	0.6216185092127303	1.6675000297354274	3.1637189062826243	2.992499995
ENSG00000007080	54	3	0.1524331519260803	0.2861306637483606	1.7509007309404572	74.34
ENSG00000007129	11	7	0.4741479441425621	0.8683949816073903	2.270926413133309	2.69499995
ENSG00000007168	54	9	0.5378855829649868	1.2115189114824698	2.848793619672585	42.425
ENSG00000007171	7	1	0.0	0.0	0.5001452343370945	1.7
ENSG00000007174	17	13	0.4562664749580637	0.9167215114497748	1.917916718633311	4.550000000000001
ENSG00000007202	54	6	0.15399239543726229	0.42957224487992196	1.891151731486343	19.659999999999997
ENSG00000007216	7	4	0.24845042957447738	0.5941013766664494	2.3663009095731358	3.23
ENSG00000007237	51	18	0.34558809088945186	0.9089789427957857	4.620454568149064	17.15999997
ENSG00000007255	54	4	0.3534488174784848	0.45120498042250445	2.0796671404784073	20.494999999999997
ENSG00000007264	22	15	0.3320663650075415	0.637901815354683	2.9553250160273077	8.1475
ENSG00000007312	29	3	0.5471380471380471	1.031527096142438	4.178506369491495	1.9300000000000002
ENSG00000007314	7	1	0.0	0.0	2.837889527466193	8.3
ENSG00000007341	53	28	0.2480939793011199	0.662270399870228	2.542311217475346	8.49999998
ENSG00000007372	15	65	0.3949256569847856	1.087341164222603	3.6057211674671	5.8
ENSG00000007376	54	10	0.2945453318831555	0.6311105495931251	1.512174560258074	10.002500000000001
ENSG00000007384	52	6	0.15031088181622632	0.2886556064635596	3.3090873187936127	24.167499499999998
ENSG00000007392	54	14	0.1839072391277318	0.34209629739358904	2.8502130490490356	36.097499400000004
ENSG00000007402	25	7	0.3490348385016825	0.7408517447931238	2.1796417067783525	1.57
ENSG00000007516	43	8	0.4382120946538124	0.8254264057487593	5.285871155495782	3.7999999
ENSG00000007520	54	2	0.12770602286168387	0.3201942211562659	1.5564612887635474	41.307501
ENSG00000007541	54	21	0.4094331195909172	1.13854379961255	2.2781369614937805	16.064999999999998
ENSG00000007545	53	3	0.20020087043856716	0.6222878421146562	2.273509755953917	7.495
ENSG00000007866	49	3	0.45996063030115875	0.5569617629534391	3.777704001131663	18.31
ENSG00000007908	19	6	0.32522796352583583	0.8209196311805195	1.4822827369488536	2.1999999999999997
ENSG00000007923	54	10	0.2080375735639315	0.48368740664567433	2.6557172325082927	20.814999999999998
ENSG00000007933	27	6	0.14520019279212737	0.5456553663306156	4.342400433724483	3.4600000000000004
ENSG00000007944	54	2	0.271831894006794	0.3122638494997421	2.957187488493468	15.0075
ENSG00000007968	10	2	0.07633587786259544	0.26972780451937695	1.0908301869857455	2.915
ENSG00000008018	54	2	0.06713387648276614	0.2028613517420227	1.8682407502359673	148.62
ENSG00000008056	37	4	0.3098094340329825	0.3551703814471421	4.825028346310772	2.9299999999999997
ENSG00000008083	54	3	0.3297653345694883	0.3010869965685864	2.3552400971964547	4.52
ENSG00000008086	45	10	0.6509274873524452	1.3670530504935985	1.4373495319201746	2.37
ENSG00000008118	18	4	0.04920686624842119	0.23012734969338172	2.6963569524871716	9.655
ENSG00000008128	54	11	0.34462353643862953	0.9131977265079669	2.302135052481387	15.965
ENSG00000008130	54	10	0.38538955989424245	0.6585256440046698	2.2015878382998038	31.699999499999997
ENSG00000008196	9	3	0.2549668874172185	0.572018435277297	1.3004116524216351	3.935
ENSG00000008226	7	4	0.1264559068219635	0.4347488696524442	2.245397485909412	1.85
ENSG00000008256	53	6	0.08446986683864544	0.28955285125995284	2.9276048283434686	14.040000000000001
ENSG00000008277	32	10	0.3688877662261693	0.5635526902448196	3.3571224514430695	3.7199999349999997
ENSG00000008282	54	5	0.30139608196352174	0.8867723827559191	3.0550891237617033	55.97
ENSG00000008283	52	18	0.20526178692367802	0.719809816811576	3.1322005258518235	13.525
ENSG00000008294	54	11	0.48756692747505515	0.822472417604656	2.507077527682155	15.704999999999998
ENSG00000008300	9	1	0.0	0.0	2.1027230165023947	2.9
ENSG00000008311	51	6	0.3155294717794717	0.4752617293217358	2.873210166437838	7.18
ENSG00000008323	19	9	0.18274785850463954	0.564578620058743	2.6246685921631587	8.03
ENSG00000008324	54	2	0.06035981903412935	0.1768310662849284	2.267702781439363	18.972499499999998
ENSG00000008382	54	8	0.23125479205426724	0.4388148085267243	1.4418642122747016	12.64
ENSG00000008394	54	16	0.20322837971000896	0.8202327695554323	5.356671504273409	64.32250149999999
ENSG00000008405	53	3	0.1857419523447258	0.35321016995078974	2.153101006432263	7.455
ENSG00000008441	53	15	0.3692694899742075	0.8796830237076119	3.9868999126447457	42.76
ENSG00000008513	46	13	0.5534591427026894	1.4305659620006528	2.1992500996005395	5.01
ENSG00000008516	8	2	0.00021734405564011183	0.0020504064911200646	4.211983754379962	2.215
